"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Keegan Murray,,5.2,4.4,4.3
P.J. Brown,97.4,5.3,4.6,4.2
Mike Miller,97.0,5.3,4.5,4.0
Taj Gibson,96.8,5.2,4.7,4.5
Mark Olberding,95.2,5.1,4.3,3.9
Michael Brooks,94.8,4.9,4.7,4.5
DeJuan Blair,93.9,4.8,4.6,4.0
George Stone,93.4,4.6,4.6,4.5
M.L. Carr,93.0,5.9,4.5,4.5
Luc Mbah a Moute,92.6,4.8,4.7,4.0
Ed Davis,91.8,5.4,4.0,3.9
