0
2004-05 NBA 4 (3rd)
2005-06 NBA 5 (2nd)
2006-07 NBA 1 (5th)
2007-08 NBA 7 (2nd)
2008-09 NBA 7 (1st)
2009-10 NBA 4 (1st)
2010-11 NBA 4 (1st)
2012-13 NBA 4 (2nd)
2013-14 NBA 1 (12th)
2014-15 NBA 2 (6th)
2015-16 NBA 3 (6th)
2016-17 NBA 13 (3rd)
2017-18 NBA 18 (2nd)
2018-19 NBA 8 (4th)
2019-20 NBA 13 (2nd)
2020-21 NBA 5 (9th)
2021-22 NBA 6 (6th)
2022-23 NBA 2 (11th)
2023-24 NBA 5 (6th)
2024-25 NBA 10 (3rd)
Active 122 (3rd)
Career 122 (5th)
Career NBA 122 (5th)
Career Playoffs 28 (2nd)
Career NBA Playoffs 28 (2nd)
Career NBA (Reg+Playoffs) 150 (5th)
