Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2005-06,21,CLE,NBA,SF,13,13,604,8.7,18.3,.476,1.3,3.8,.333,7.5,14.5,.512,.510,5.2,7.0,.737,1.3,4.9,6.3,4.5,1.1,0.5,3.9,2.6,23.8,
2006-07,22,CLE,NBA,SF,20,20,893,6.7,16.1,.416,0.8,3.0,.280,5.8,13.1,.448,.442,6.0,7.9,.755,1.0,5.4,6.5,6.4,1.4,0.4,2.7,1.6,20.2,
2007-08,23,CLE,NBA,SF,13,13,552,7.4,17.9,.411,1.2,4.6,.257,6.2,13.4,.463,.444,8.0,10.9,.731,1.0,5.6,6.7,6.5,1.5,1.1,3.5,2.2,23.9,
2008-09,24,CLE,NBA,SF,14,14,580,9.9,19.4,.510,1.7,5.0,.333,8.2,14.3,.571,.553,9.2,12.4,.749,1.2,6.8,7.9,6.3,1.4,0.7,2.4,1.9,30.7,
2009-10,25,CLE,NBA,SF,11,11,460,8.3,16.5,.502,1.6,3.9,.400,6.7,12.6,.534,.550,6.9,9.4,.733,1.2,6.8,8.0,6.6,1.5,1.6,3.3,1.8,25.0,
2010-11,26,MIA,NBA,SF,21,21,922,6.8,14.6,.466,1.2,3.3,.353,5.6,11.2,.500,.507,4.6,6.1,.763,1.3,5.5,6.9,4.8,1.4,1.0,2.6,2.2,19.4,
2011-12,27,MIA,NBA,SF,23,23,983,9.2,18.4,.500,0.8,3.1,.259,8.4,15.3,.549,.522,6.3,8.6,.739,2.0,6.2,8.2,4.7,1.6,0.6,3.0,1.7,25.5,Finals MVP-1
2012-13,28,MIA,NBA,PF,23,23,960,7.9,16.2,.491,1.4,3.6,.375,6.6,12.6,.524,.532,5.1,6.6,.777,1.4,5.9,7.2,5.7,1.5,0.7,2.6,1.6,22.3,Finals MVP-1
2013-14,29,MIA,NBA,PF,20,20,763,9.1,16.0,.565,1.7,4.1,.407,7.4,12.0,.618,.616,6.1,7.5,.806,0.7,6.0,6.7,4.5,1.7,0.5,2.9,2.2,25.9,
2014-15,30,CLE,NBA,SF,20,20,844,9.7,23.2,.417,1.1,4.7,.227,8.6,18.5,.465,.440,5.2,7.1,.731,1.6,8.1,9.6,7.2,1.4,0.9,3.5,2.5,25.6,
2015-16,31,CLE,NBA,SF,21,21,822,9.6,18.3,.525,1.4,4.1,.340,8.2,14.1,.579,.564,3.6,5.4,.661,1.8,6.9,8.8,7.0,2.1,1.2,3.3,2.4,24.2,Finals MVP-1
2016-17,32,CLE,NBA,SF,18,18,744,10.5,18.6,.565,2.1,5.2,.411,8.4,13.4,.625,.622,5.5,7.8,.698,0.9,7.0,7.9,6.8,1.7,1.1,3.5,2.1,28.6,
2017-18,33,CLE,NBA,PF,22,22,922,10.7,19.9,.539,1.5,4.5,.342,9.2,15.5,.596,.577,6.2,8.3,.746,1.2,6.6,7.8,7.7,1.2,0.9,3.7,2.0,29.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,35,LAL,NBA,PG,21,21,762,10.1,18.0,.560,2.1,5.6,.370,8.0,12.4,.646,.618,5.1,7.1,.720,1.3,9.4,10.7,8.7,1.2,0.9,4.0,1.9,27.4,Finals MVP-1
2020-21,36,LAL,NBA,PG,6,6,224,8.7,18.3,.474,2.9,7.7,.375,5.8,10.6,.545,.553,2.3,3.7,.609,1.1,5.8,6.9,7.7,1.4,0.3,4.0,1.1,22.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,38,LAL,NBA,PF,16,16,619,8.5,17.2,.498,1.6,6.2,.264,6.9,11.0,.630,.546,4.1,5.4,.761,1.5,7.7,9.2,6.0,1.0,1.0,2.3,1.6,22.8,
2023-24,39,LAL,NBA,PF,5,5,204,9.9,17.5,.566,1.8,4.6,.385,8.1,12.9,.630,.616,3.0,4.1,.739,0.7,5.3,6.0,7.8,2.1,0.9,3.4,1.9,24.5,
2024-25,40,LAL,NBA,SF,5,5,204,7.6,15.5,.489,1.8,4.9,.357,5.8,10.6,.550,.545,5.5,7.1,.775,2.1,5.8,7.9,4.9,1.8,1.6,2.3,1.4,22.4,
,,,,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
18 Yrs,18 Yrs,18 Yrs,18 Yrs,,292,292,12062,8.9,17.9,.496,1.4,4.3,.333,7.4,13.6,.549,.537,5.6,7.5,.741,1.3,6.5,7.8,6.3,1.5,0.8,3.1,2.0,24.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (9 Yrs),CLE (9 Yrs),CLE (9 Yrs),CLE (9 Yrs),,152,152,6421,9.1,18.8,.485,1.4,4.3,.323,7.7,14.5,.532,.521,6.0,8.2,.730,1.3,6.5,7.8,6.7,1.5,0.9,3.3,2.1,25.6,
LAL (5 Yrs),LAL (5 Yrs),LAL (5 Yrs),LAL (5 Yrs),,53,53,2013,9.2,17.5,.526,2.0,5.8,.336,7.2,11.6,.621,.582,4.3,5.9,.732,1.4,7.7,9.0,7.3,1.3,0.9,3.2,1.7,24.6,
MIA (4 Yrs),MIA (4 Yrs),MIA (4 Yrs),MIA (4 Yrs),,87,87,3628,8.2,16.3,.503,1.2,3.5,.349,7.0,12.9,.545,.541,5.5,7.2,.768,1.4,5.9,7.3,5.0,1.5,0.7,2.8,1.9,23.2,
