0
2004-05 NBA 23.1 (7th)
2005-06 NBA 26.5 (3rd)
2006-07 NBA 24.1 (7th)
2007-08 NBA 26.8 (1st)
2008-09 NBA 27.2 (2nd)
2009-10 NBA 27.4 (2nd)
2010-11 NBA 24.8 (5th)
2011-12 NBA 26.0 (3rd)
2012-13 NBA 25.5 (4th)
2013-14 NBA 25.9 (2nd)
2014-15 NBA 25.2 (5th)
2015-16 NBA 25.5 (5th)
2016-17 NBA 25.2 (13th)
2017-18 NBA 26.8 (6th)
2019-20 NBA 26.4 (12th)
2023-24 NBA 26.2 (13th)
2024-25 NBA 25.2 (13th)
Active 25.7 (9th)
Career 25.7 (11th)
Career NBA 25.7 (11th)
Career Playoffs 24.7 (18th)
Career NBA Playoffs 24.7 (17th)
