0
2003-04 NBA 18.9 (6th)
2004-05 NBA 21.1 (3rd)
2005-06 NBA 23.1 (3rd)
2006-07 NBA 20.8 (6th)
2007-08 NBA 21.9 (1st)
2008-09 NBA 19.9 (4th)
2009-10 NBA 20.1 (5th)
2010-11 NBA 18.8 (7th)
2011-12 NBA 18.9 (5th)
2012-13 NBA 17.8 (5th)
2013-14 NBA 17.6 (8th)
2014-15 NBA 18.5 (3rd)
2015-16 NBA 18.6 (6th)
2016-17 NBA 18.2 (15th)
2017-18 NBA 19.3 (5th)
2019-20 NBA 19.4 (11th)
2023-24 NBA 17.9 (18th)
2024-25 NBA 18.1 (12th)
Active 19.6 (2nd)
Career 19.6 (11th)
Career NBA 19.6 (12th)
Career Playoffs 20.5 (14th)
Career NBA Playoffs 20.5 (15th)
