0
2004-05 NBA 9.1 (2nd)
2005-06 NBA 9.4 (1st)
2006-07 NBA 8.1 (1st)
2007-08 NBA 9.8 (1st)
2008-09 NBA 11.8 (1st)
2009-10 NBA 10.3 (1st)
2010-11 NBA 7.8 (1st)
2011-12 NBA 7.6 (1st)
2012-13 NBA 9.9 (1st)
2013-14 NBA 7.9 (2nd)
2014-15 NBA 5.7 (6th)
2015-16 NBA 7.5 (3rd)
2016-17 NBA 6.7 (4th)
2017-18 NBA 8.2 (1st)
2018-19 NBA 4.9 (12th)
2019-20 NBA 6.1 (3rd)
2020-21 NBA 3.8 (11th)
2021-22 NBA 5.1 (5th)
2022-23 NBA 4.0 (15th)
2023-24 NBA 5.4 (7th)
2024-25 NBA 4.7 (7th)
Active 156.6 (1st)
Career 156.6 (1st)
Career NBA 156.6 (1st)
Career Playoffs 36.6 (1st)
Career NBA Playoffs 36.6 (1st)
Career (Reg+Playoffs) 193.3 (1st)
Career NBA (Reg+Playoffs) 193.3 (1st)
