0
2004-05 NBA 12.6 (5th)
2005-06 NBA 13.9 (2nd)
2006-07 NBA 12.8 (7th)
2007-08 NBA 14.0 (1st)
2008-09 NBA 14.0 (3rd)
2009-10 NBA 13.6 (2nd)
2010-11 NBA 13.1 (2nd)
2011-12 NBA 14.1 (1st)
2012-13 NBA 14.1 (2nd)
2013-14 NBA 13.9 (2nd)
2014-15 NBA 13.0 (5th)
2015-16 NBA 14.0 (2nd)
2016-17 NBA 13.1 (9th)
2017-18 NBA 13.9 (1st)
2019-20 NBA 13.2 (7th)
2023-24 NBA 13.0 (11th)
2024-25 NBA 13.1 (6th)
Active 13.4 (3rd)
Career 13.4 (5th)
Career NBA 13.4 (6th)
Career Playoffs 13.1 (9th)
Career NBA Playoffs 13.1 (9th)
