0
2003-04 NBA 1275 (4th)
2004-05 NBA 1376 (2nd)
2005-06 NBA 1444 (3rd)
2006-07 NBA 1311 (2nd)
2007-08 NBA 1283 (4th)
2008-09 NBA 1229 (5th)
2009-10 NBA 1141 (14th)
2010-11 NBA 1206 (11th)
2011-12 NBA 1020 (4th)
2012-13 NBA 1100 (9th)
2013-14 NBA 1047 (10th)
2014-15 NBA 940 (16th)
2015-16 NBA 1134 (4th)
2016-17 NBA 1002 (12th)
2017-18 NBA 1174 (5th)
2019-20 NBA 878 (5th)
2021-22 NBA 773 (20th)
2023-24 NBA 906 (17th)
2024-25 NBA 874 (10th)
Active 23261 (1st)
Career 23261 (6th)
Career NBA 23261 (6th)
Career Playoffs 4541 (1st)
Career NBA Playoffs 4541 (1st)
Career (Reg+Playoffs) 27802 (3rd)
Career NBA (Reg+Playoffs) 27802 (3rd)
