0
2003-04 NBA 559 (5th)
2004-05 NBA 687 (2nd)
2005-06 NBA 748 (3rd)
2006-07 NBA 673 (2nd)
2007-08 NBA 681 (4th)
2008-09 NBA 657 (4th)
2009-10 NBA 639 (7th)
2010-11 NBA 666 (4th)
2011-12 NBA 567 (1st)
2012-13 NBA 662 (1st)
2013-14 NBA 651 (4th)
2014-15 NBA 504 (11th)
2015-16 NBA 650 (1st)
2016-17 NBA 612 (5th)
2017-18 NBA 708 (2nd)
2019-20 NBA 495 (4th)
2021-22 NBA 479 (8th)
2022-23 NBA 488 (16th)
2023-24 NBA 536 (11th)
2024-25 NBA 502 (8th)
Active 12929 (1st)
Career 12929 (3rd)
Career NBA 12929 (3rd)
Career Playoffs 2491 (1st)
Career NBA Playoffs 2491 (1st)
Career (Reg+Playoffs) 15420 (2nd)
Career NBA (Reg+Playoffs) 15420 (2nd)
