0
2004-05 NBA 34.3 (7th)
2005-06 NBA 39.4 (3rd)
2006-07 NBA 35.3 (8th)
2007-08 NBA 39.6 (1st)
2008-09 NBA 40.8 (2nd)
2009-10 NBA 40.0 (1st)
2010-11 NBA 36.4 (4th)
2011-12 NBA 38.1 (2nd)
2012-13 NBA 37.5 (3rd)
2013-14 NBA 37.9 (2nd)
2014-15 NBA 36.3 (3rd)
2015-16 NBA 36.5 (5th)
2016-17 NBA 34.9 (12th)
2017-18 NBA 36.4 (7th)
2019-20 NBA 34.9 (12th)
2023-24 NBA 34.6 (15th)
2024-25 NBA 34.4 (14th)
Active 36.6 (4th)
Career 36.6 (5th)
Career NBA 36.6 (5th)
Career Playoffs 36.7 (7th)
Career NBA Playoffs 36.7 (7th)
