0
2003-04 NBA 870 (3rd)
2004-05 NBA 889 (3rd)
2005-06 NBA 948 (3rd)
2006-07 NBA 849 (4th)
2007-08 NBA 848 (4th)
2008-09 NBA 824 (4th)
2009-10 NBA 760 (9th)
2010-11 NBA 727 (8th)
2011-12 NBA 548 (15th)
2014-15 NBA 655 (9th)
2015-16 NBA 679 (20th)
2017-18 NBA 723 (12th)
2019-20 NBA 660 (11th)
2024-25 NBA 619 (19th)
Active 15095 (1st)
Career 15095 (1st)
Career NBA 15095 (1st)
Career Playoffs 3013 (1st)
Career NBA Playoffs 3013 (1st)
Career (Reg+Playoffs) 18108 (1st)
Career NBA (Reg+Playoffs) 18108 (1st)
