0
2004-05 NBA 477 (10th)
2005-06 NBA 601 (6th)
2006-07 NBA 489 (5th)
2007-08 NBA 549 (5th)
2008-09 NBA 594 (1st)
2009-10 NBA 593 (2nd)
2010-11 NBA 503 (6th)
2011-12 NBA 387 (2nd)
2012-13 NBA 403 (6th)
2013-14 NBA 439 (7th)
2014-15 NBA 375 (5th)
2015-16 NBA 359 (16th)
2016-17 NBA 358 (18th)
2017-18 NBA 388 (8th)
Active 8649 (1st)
Career 8649 (3rd)
Career NBA 8649 (2nd)
Career Playoffs 1867 (1st)
Career NBA Playoffs 1867 (1st)
Career (Reg+Playoffs) 10516 (2nd)
Career NBA (Reg+Playoffs) 10516 (2nd)
