0
2016-17 NBA .662 (2nd)
2018-19 NBA .669 (2nd)
2019-20 NBA .693 (2nd)
2020-21 NBA .680 (1st)
2021-22 NBA .718 (1st)
2022-23 NBA .663 (5th)
2023-24 NBA .664 (4th)
2024-25 NBA .669 (4th)
2025-26 NBA .764 (2nd)
Active .659 (2nd)
Career .659 (2nd)
Career NBA .659 (2nd)
Career Playoffs .642 (2nd)
Career NBA Playoffs .642 (2nd)
