Season,Team,Lg,Salary
2022-23,Chicago Bulls,NBA,"$3,191,400"
2023-24,Chicago Bulls,NBA,"$3,350,760"
2024-25,Chicago Bulls,NBA,"$3,510,480"
Career,(may be incomplete),,"$10,052,640"
