"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2006-07,23,MEM,NBA,PF,59.0,19.0,753.0,0.538,4.5,1.0,0.586,0.189,0.166,0.059,0.0,0.538,0.677,0.344,0.429,0.1,0.626,0.178,27.0,0.0,0.0,
2007-08,24,MIA,NBA,PF,43.0,6.0,549.0,0.488,7.9,1.0,0.448,0.12,0.144,0.288,0.0,0.488,0.571,0.333,0.278,0.528,0.656,0.128,13.0,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,102.0,25.0,1302.0,0.517,6.2,1.0,0.527,0.16,0.156,0.156,0.0,0.517,0.639,0.34,0.37,0.435,0.638,0.156,40.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,20.0,1047.0,0.517,6.2,1.0,0.527,0.16,0.156,0.156,0.0,0.517,0.639,0.34,0.37,0.435,0.638,0.156,32.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,59.0,19.0,753.0,0.538,4.5,1.0,0.586,0.189,0.166,0.059,0.0,0.538,0.677,0.344,0.429,0.1,0.626,0.178,27.0,0.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,43.0,6.0,549.0,0.488,7.9,1.0,0.448,0.12,0.144,0.288,0.0,0.488,0.571,0.333,0.278,0.528,0.656,0.128,13.0,0.0,0.0,
