"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2015-16,22,TOR,NBA,SG,18.0,3.0,206.0,0.386,13.7,0.629,0.314,0.129,0.043,0.143,0.371,0.455,0.455,0.556,0.667,0.3,0.269,0.3,1.0,0.043,3.0,0.423,0.364,0.0,0.0,
2016-17,23,TOR,NBA,SG,9.0,5.0,227.0,0.427,12.3,0.585,0.415,0.11,0.012,0.049,0.415,0.417,0.471,0.333,0.0,0.25,0.441,0.65,0.933,0.085,5.0,0.5,0.529,0.0,0.0,
2017-18,24,TOR,NBA,SG,6.0,0.0,40.0,0.286,12.9,0.5,0.5,0.0,0.0,0.0,0.5,0.429,0.429,,,,0.143,0.667,1.0,0.0,0.0,0.429,0.333,0.0,0.0,
2018-19,25,TOR,NBA,SG,23.0,0.0,366.0,0.444,15.8,0.508,0.31,0.079,0.016,0.103,0.492,0.5,0.667,0.2,0.5,0.231,0.387,0.688,0.833,0.071,9.0,0.355,0.455,1.0,0.0,
2019-20,26,TOR,NBA,SG,11.0,0.0,273.0,0.49,15.6,0.5,0.288,0.135,0.038,0.038,0.5,0.558,0.733,0.286,0.5,0.25,0.423,0.655,0.864,0.077,8.0,0.192,0.6,0.0,0.0,
2020-21,27,POR,NBA,SF,6.0,6.0,216.0,0.5,12.5,0.658,0.316,0.184,0.053,0.105,0.342,0.56,0.708,0.5,0.5,0.25,0.385,0.571,1.0,0.092,5.0,0.538,0.357,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,29,LAC,NBA,SG,5.0,3.0,167.0,0.474,15.4,0.579,0.171,0.237,0.092,0.079,0.421,0.523,0.692,0.5,0.286,0.5,0.406,0.391,0.692,0.013,1.0,0.219,0.0,1.0,0.0,
2023-24,30,LAC,NBA,SG,6.0,0.0,179.0,0.426,15.6,0.525,0.213,0.164,0.098,0.049,0.475,0.406,0.308,0.4,0.5,0.667,0.448,0.769,1.0,0.016,1.0,0.207,0.333,0.0,0.0,
2024-25,31,LAC,NBA,SG,7.0,7.0,238.0,0.472,14.8,0.551,0.169,0.27,0.101,0.011,0.449,0.571,0.733,0.5,0.444,1.0,0.35,0.607,0.857,0.045,4.0,0.275,0.364,0.0,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,91.0,24.0,1912.0,0.451,14.3,0.559,0.282,0.155,0.052,0.07,0.441,0.503,0.599,0.426,0.444,0.327,0.386,0.582,0.882,0.057,36.0,0.328,0.406,2.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,22.0,1723.0,0.451,14.3,0.559,0.282,0.155,0.052,0.07,0.441,0.503,0.599,0.426,0.444,0.327,0.386,0.582,0.882,0.057,32.0,0.328,0.406,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (5 Yrs),TOR (5 Yrs),TOR (5 Yrs),TOR (5 Yrs),,67.0,8.0,1112.0,0.437,14.0,0.543,0.333,0.106,0.025,0.078,0.457,0.484,0.583,0.333,0.5,0.258,0.381,0.596,0.884,0.068,25.0,0.348,0.476,1.0,0.0,
LAC (3 Yrs),LAC (3 Yrs),LAC (3 Yrs),LAC (3 Yrs),,18.0,10.0,584.0,0.46,15.3,0.553,0.181,0.23,0.097,0.044,0.447,0.512,0.585,0.481,0.409,0.6,0.396,0.563,0.85,0.027,6.0,0.238,0.25,1.0,0.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,6.0,6.0,216.0,0.5,12.5,0.658,0.316,0.184,0.053,0.105,0.342,0.56,0.708,0.5,0.5,0.25,0.385,0.571,1.0,0.092,5.0,0.538,0.357,0.0,0.0,
