Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-19,MIA,,GSW,"W, 110-96",*,28,10,14,0.714,4,7,0.571,1,1,1.0,0,6,6,3,1,0,1,3,25,21.9,11
2025-11-17,MIA,,NYK,"W, 115-113",*,32,9,20,0.45,0,3,0.0,1,1,1.0,0,1,1,3,1,0,2,2,19,9.2,4
2025-11-14,MIA,@,NYK,"L, 132-140",*,33,12,22,0.545,8,15,0.533,6,7,0.857,0,5,5,0,1,0,1,2,38,27.7,4
2025-11-12,MIA,,CLE,"L, 116-130",*,33,10,18,0.556,5,10,0.5,2,2,1.0,0,2,2,5,0,0,3,3,27,18.3,-3
2025-11-10,MIA,,CLE,"W, 140-138 (OT)",*,39,8,19,0.421,4,9,0.444,13,14,0.929,0,2,2,2,1,1,1,4,33,23.6,17
