Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2001-02,22,CHH,NBA,PF,2,0,4,1,1,1.0,0,0,1,1,1.0,1.0,0,0,0,1,1,0,1,0,0,1,2,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,4,1,1,1.0,0,0,1,1,1.0,1.0,0,0,0,1,1,0,1,0,0,1,2,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,164,41,41,1.0,0,0,41,41,1.0,1.0,0,0,0,41,41,0,41,0,0,41,82,0,
