"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Unnamed: 19_level_0', 'Shoot')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 23_level_0', 'Awards')"
2001-02,22,CHH,NBA,PF,15.0,0.0,77.0,0.0,0.0,36.0,60.0,3.0,-8.2,-9.5,0.0,2.0,7.0,0.0,3.0,10.0,0.0,4.0,
2002-03,23,NOH,NBA,SF,12.0,0.0,57.0,0.0,0.0,79.0,21.0,0.0,-23.3,-26.0,2.0,3.0,5.0,2.0,2.0,6.0,0.0,1.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,27.0,0.0,134.0,0.0,0.0,54.0,44.0,2.0,-14.6,-16.5,2.0,5.0,12.0,2.0,5.0,16.0,0.0,5.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,407.0,0.0,0.0,54.0,44.0,2.0,-14.6,-16.5,6.0,15.0,36.0,6.0,15.0,49.0,0.0,15.0,
,,,,,,,,,,,,,,,,,,,,,,,
CHH (1 Yr),CHH (1 Yr),CHH (1 Yr),CHH (1 Yr),,15.0,0.0,77.0,0.0,0.0,36.0,60.0,3.0,-8.2,-9.5,0.0,2.0,7.0,0.0,3.0,10.0,0.0,4.0,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,12.0,0.0,57.0,0.0,0.0,79.0,21.0,0.0,-23.3,-26.0,2.0,3.0,5.0,2.0,2.0,6.0,0.0,1.0,
