Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-19,IND,,CHO,"W, 127-118",,4,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,3,2,0.5,-5
2025-11-17,IND,@,DET,"L, 112-127",,17,1,6,0.167,0,0,,2,2,1.0,3,2,5,1,0,0,3,5,4,-1.4,-10
2025-11-15,IND,,TOR,"L, 111-129",*,19,2,3,0.667,0,0,,1,2,0.5,0,1,1,1,0,0,0,4,5,2.7,-6
2025-11-13,IND,@,PHO,"L, 98-133",*,17,5,7,0.714,0,0,,0,0,,2,1,3,0,0,0,1,3,10,6.6,-1
2025-11-11,IND,@,UTA,"L, 128-152",*,20,4,6,0.667,0,0,,0,0,,1,0,1,2,0,0,0,2,8,6.7,-6
