Season,Team,Lg,Salary
2021-22,Houston Rockets,NBA,"$3,214,680"
2022-23,Houston Rockets,NBA,"$3,375,360"
2023-24,Houston Rockets,NBA,"$3,536,280"
2024-25,Houston Rockets,NBA,"$5,424,654"
Career,(may be incomplete),,"$15,550,974"
