Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2017-18,29,MIN,NBA,PF,5.0,0.0,47.0,7.0,16.0,0.438,4.0,7.0,0.571,3.0,9.0,0.333,0.563,5.0,7.0,0.714,4.0,11.0,15.0,3.0,3.0,0.0,1.0,6.0,23.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,32,MIA,NBA,PF,2.0,0.0,30.0,5.0,11.0,0.455,4.0,8.0,0.5,1.0,3.0,0.333,0.636,4.0,6.0,0.667,1.0,4.0,5.0,2.0,2.0,1.0,0.0,5.0,18.0,0.0,
2021-22,33,GSW,NBA,C,15.0,0.0,150.0,18.0,34.0,0.529,3.0,8.0,0.375,15.0,26.0,0.577,0.574,4.0,7.0,0.571,6.0,25.0,31.0,17.0,4.0,2.0,7.0,21.0,43.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,22.0,0.0,227.0,30.0,61.0,0.492,11.0,23.0,0.478,19.0,38.0,0.5,0.582,13.0,20.0,0.65,11.0,40.0,51.0,22.0,9.0,3.0,8.0,32.0,84.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,846.0,112.0,227.0,0.492,41.0,86.0,0.478,71.0,142.0,0.5,0.582,48.0,75.0,0.65,41.0,149.0,190.0,82.0,34.0,11.0,30.0,119.0,313.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,15.0,0.0,150.0,18.0,34.0,0.529,3.0,8.0,0.375,15.0,26.0,0.577,0.574,4.0,7.0,0.571,6.0,25.0,31.0,17.0,4.0,2.0,7.0,21.0,43.0,0.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,5.0,0.0,47.0,7.0,16.0,0.438,4.0,7.0,0.571,3.0,9.0,0.333,0.563,5.0,7.0,0.714,4.0,11.0,15.0,3.0,3.0,0.0,1.0,6.0,23.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,2.0,0.0,30.0,5.0,11.0,0.455,4.0,8.0,0.5,1.0,3.0,0.333,0.636,4.0,6.0,0.667,1.0,4.0,5.0,2.0,2.0,1.0,0.0,5.0,18.0,0.0,
