"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2008-09,24,DAL,NBA,WC1,SAS,W (4-1),5.0,8.0,1.2,2.0,0.2,0.2,0.6,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,2.0,4.0,0.5,5.0,5.0,10.0,1.0,1.0,3.0,2.0,10.0,6.0,
2008-09,24,DAL,NBA,WCS,DEN,L (1-4),4.0,11.0,4.0,3.5,0.0,0.0,0.3,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,4.0,6.0,0.667,4.0,10.0,14.0,0.0,0.0,1.0,2.0,12.0,16.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,27,BOS,NBA,EC1,ATL,W (4-2),5.0,11.8,1.4,2.4,0.4,0.0,0.6,3.0,12.0,0.25,0.0,0.0,3.0,12.0,0.25,0.25,1.0,2.0,0.5,7.0,5.0,12.0,2.0,0.0,3.0,2.0,11.0,7.0,
2011-12,27,BOS,NBA,ECS,PHI,W (4-3),7.0,11.9,1.9,1.7,0.6,0.0,0.6,5.0,11.0,0.455,0.0,0.0,5.0,11.0,0.455,0.455,3.0,7.0,0.429,7.0,5.0,12.0,4.0,0.0,4.0,4.0,12.0,13.0,
2011-12,27,BOS,NBA,ECF,MIA,L (3-4),5.0,5.6,1.2,0.6,0.4,0.0,0.2,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,,2.0,1.0,3.0,2.0,0.0,1.0,1.0,6.0,6.0,
2012-13,28,LAC,NBA,WC1,MEM,L (2-4),5.0,7.4,2.2,1.0,0.4,0.0,0.4,5.0,9.0,0.556,0.0,0.0,5.0,9.0,0.556,0.556,1.0,2.0,0.5,3.0,2.0,5.0,2.0,0.0,2.0,2.0,10.0,11.0,
2013-14,29,LAC,NBA,WC1,GSW,W (4-3),3.0,2.0,1.0,0.7,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,
2013-14,29,LAC,NBA,WCS,OKC,L (2-4),2.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,
4 Yrs (8 Series),4 Yrs (8 Series),4 Yrs (8 Series),4 Yrs (8 Series),4 Yrs (8 Series),4 Yrs (8 Series),4-4,36.0,8.4,1.7,1.6,0.3,0.0,0.4,25.0,53.0,0.472,0.0,0.0,25.0,53.0,0.472,0.472,12.0,22.0,0.545,29.0,30.0,59.0,11.0,1.0,14.0,14.0,64.0,62.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),2-1,13.0,6.4,1.5,1.3,0.2,0.1,0.4,8.0,15.0,0.533,0.0,0.0,8.0,15.0,0.533,0.533,4.0,7.0,0.571,9.0,8.0,17.0,3.0,1.0,5.0,4.0,21.0,20.0,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),1-0,5.0,11.8,1.4,2.4,0.4,0.0,0.6,3.0,12.0,0.25,0.0,0.0,3.0,12.0,0.25,0.25,1.0,2.0,0.5,7.0,5.0,12.0,2.0,0.0,3.0,2.0,11.0,7.0,
WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),0-2,6.0,8.0,2.7,2.5,0.0,0.0,0.2,6.0,12.0,0.5,0.0,0.0,6.0,12.0,0.5,0.5,4.0,6.0,0.667,4.0,11.0,15.0,0.0,0.0,1.0,3.0,14.0,16.0,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),1-0,7.0,11.9,1.9,1.7,0.6,0.0,0.6,5.0,11.0,0.455,0.0,0.0,5.0,11.0,0.455,0.455,3.0,7.0,0.429,7.0,5.0,12.0,4.0,0.0,4.0,4.0,12.0,13.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,5.0,5.6,1.2,0.6,0.4,0.0,0.2,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,,2.0,1.0,3.0,2.0,0.0,1.0,1.0,6.0,6.0,
