0
2007-08 NBA 15.1 (12th)
2008-09 NBA 14.5 (13th)
2009-10 NBA 14.6 (18th)
2013-14 NBA 13.8 (20th)
2023-24 NBA 13.3 (19th)
Active 13.4 (12th)
