Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2024-25,20,HOU,NBA,PG,3,0,10,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,3.6,7.2,3.6,3.6,3.6,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,10,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,3.6,7.2,3.6,3.6,3.6,0.0,
