Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2015-16,20,POR,NBA,PF,6.0,0.0,12.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,,4.2,12.5,16.6,8.3,8.3,0.0,0.0,4.2,0.0,58.0,93.0,
2016-17,21,POR,NBA,PF,4.0,2.0,100.0,3.8,8.4,0.444,0.0,0.0,3.8,8.4,0.444,0.444,0.9,2.3,0.4,4.2,9.4,13.6,3.8,0.5,1.4,2.8,5.2,8.4,94.0,117.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,24,DEN,NBA,C,1.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,11.0,2.0,115.0,3.3,9.1,0.364,0.0,0.0,3.3,9.1,0.364,0.364,0.8,2.1,0.4,4.1,9.5,13.6,4.1,1.2,1.2,2.5,4.9,7.4,88.0,115.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,10.0,2.0,112.0,3.4,8.9,0.381,0.0,0.0,3.4,8.9,0.381,0.381,0.8,2.1,0.4,4.2,9.7,13.9,4.2,1.3,1.3,2.5,5.1,7.6,91.0,115.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,1.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,
