Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2025-26,22,LAC,NBA,C,10,0,54,11.9,16.4,0.722,0.0,0.0,11.9,16.4,0.722,0.722,4.6,9.1,0.5,6.4,5.5,11.9,2.7,0.0,2.7,2.7,3.6,28.3,131,123,
1 Yr,1 Yr,1 Yr,1 Yr,,10,0,54,11.9,16.4,0.722,0.0,0.0,11.9,16.4,0.722,0.722,4.6,9.1,0.5,6.4,5.5,11.9,2.7,0.0,2.7,2.7,3.6,28.3,131,123,
