Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2016-17,23,UTA,NBA,PF,2,0,9,11.6,17.4,0.667,0.0,0.0,11.6,17.4,0.667,0.667,0.0,0.0,0.0,11.6,11.6,0.0,0.0,5.8,0.0,0.0,23.2,126,106,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,9,11.6,17.4,0.667,0.0,0.0,11.6,17.4,0.667,0.667,0.0,0.0,0.0,11.6,11.6,0.0,0.0,5.8,0.0,0.0,23.2,126,106,
