Season,Team,Lg,Salary
2016-17,Utah Jazz,NBA,"$600,000"
2017-18,Utah Jazz,NBA,"$1,312,611"
2017-18,Milwaukee Bucks,NBA,< $Minimum
Career,(may be incomplete),,"$1,912,611"
