Season,Team,Lg,Salary
2016-17,Minnesota Timberwolves,NBA,"$3,872,520"
2017-18,Chicago Bulls,NBA,"$4,046,760"
2018-19,Chicago Bulls,NBA,"$4,221,000"
2019-20,Chicago Bulls,NBA,"$5,348,007"
2020-21,Atlanta Hawks,NBA,"$4,767,000"
2021-22,Memphis Grizzlies,NBA,"$5,005,350"
2021-22,Portland Trail Blazers,NBA,"$312,079"
2022-23,Utah Jazz,NBA,"$735,819"
2022-23,Utah Jazz,NBA,"$105,522"
2022-23,Utah Jazz,NBA,"$105,522"
2023-24,Utah Jazz,NBA,"$2,586,665"
2024-25,Los Angeles Clippers,NBA,"$5,168,000"
Career,(may be incomplete),,"$36,274,244"
