Season,Team,Lg,Salary
2010-11,Utah Jazz,NBA,"$2,356,320"
2011-12,Utah Jazz,NBA,"$2,532,960"
2012-13,Utah Jazz,NBA,"$2,709,720"
2013-14,Utah Jazz,NBA,"$3,452,183"
2014-15,Utah Jazz,NBA,"$14,746,000"
2015-16,Utah Jazz,NBA,"$15,409,570"
2016-17,Utah Jazz,NBA,"$16,073,140"
2017-18,Boston Celtics,NBA,"$29,727,900"
2018-19,Boston Celtics,NBA,"$31,214,295"
2019-20,Boston Celtics,NBA,"$32,700,690"
2020-21,Charlotte Hornets,NBA,"$28,500,000"
2021-22,Charlotte Hornets,NBA,"$29,925,000"
2022-23,Charlotte Hornets,NBA,"$30,075,000"
2023-24,Oklahoma City Thunder,NBA,"$33,319,397"
Career,(may be incomplete),,"$272,742,175"
