"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2011-12,21,UTA,NBA,SF,4.0,4.0,123.0,0.182,0.238,0.083,0.197,1.0,0.362,0.485,0.364,41.0,50.0,24.0,40.0,133.0,69.0,176.0,161.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,26,UTA,NBA,SF,11.0,11.0,411.0,0.441,0.458,0.412,0.516,0.934,0.598,0.404,0.362,97.0,91.0,115.0,100.0,121.0,108.0,149.0,114.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,28,BOS,NBA,PF,9.0,0.0,267.0,0.414,0.435,0.375,0.479,1.0,0.549,0.271,0.343,90.0,84.0,106.0,91.0,130.0,98.0,105.0,96.0,
2019-20,29,BOS,NBA,SF,5.0,1.0,157.0,0.4,0.5,0.292,0.47,0.875,0.504,0.16,0.48,87.0,95.0,81.0,89.0,113.0,89.0,61.0,125.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,33,OKC,NBA,SF,7.0,0.0,46.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,36.0,16.0,1004.0,0.401,0.431,0.352,0.467,0.95,0.547,0.346,0.372,87.0,85.0,99.0,90.0,124.0,99.0,129.0,116.0,
,,,,,,,,,,,,,,,,,,,,,,,,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,15.0,15.0,534.0,0.403,0.426,0.363,0.468,0.946,0.562,0.416,0.362,89.0,85.0,101.0,91.0,123.0,102.0,153.0,121.0,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,14.0,1.0,424.0,0.408,0.458,0.333,0.475,0.963,0.531,0.225,0.4,89.0,88.0,94.0,90.0,125.0,95.0,87.0,108.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,7.0,0.0,46.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,
