Season,Team,Lg,Salary
2006-07,Indiana Pacers,NBA,"$412,718"
2006-07,San Antonio Spurs,NBA,"$405,435"
2012-13,New York Knicks,NBA,"$854,389"
Career,(may be incomplete),,"$1,672,542"
