Season,Team,Lg,Salary
2017-18,Denver Nuggets,NBA,"$1,579,440"
2018-19,Denver Nuggets,NBA,"$1,874,640"
2019-20,Sacramento Kings,NBA,"$50,000"
Career,(may be incomplete),,"$3,504,080"
