Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2004-05,23,TOR,NBA,C,27,4,255,4.7,11.8,0.397,0.0,0.0,4.7,11.8,0.397,0.397,3.2,5.5,0.593,3.7,7.9,11.6,0.4,2.4,0.8,2.0,9.3,12.6,92,106,
2005-06,24,TOR,NBA,C,42,25,590,4.7,11.0,0.431,0.0,0.0,4.7,11.0,0.431,0.431,3.7,5.1,0.719,4.8,8.2,13.0,0.7,1.9,1.7,2.7,10.5,13.1,101,109,
2006-07,25,TOR,NBA,C,7,0,34,4.6,13.7,0.333,0.0,0.0,4.6,13.7,0.333,0.333,6.1,9.1,0.667,9.1,7.6,16.8,3.0,1.5,1.5,1.5,3.0,15.2,110,105,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,76,29,879,4.7,11.3,0.416,0.0,0.0,4.7,11.3,0.416,0.416,3.6,5.4,0.678,4.7,8.1,12.8,0.7,2.0,1.4,2.4,9.9,13.1,99,108,
