Season,Team,Lg,Salary
2022-23,Los Angeles Clippers,NBA,(TW)
2023-24,Los Angeles Clippers,NBA,(TW)
2024-25,Charlotte Hornets,NBA,"$957,763"
2024-25,Charlotte Hornets,NBA,(TW)
Career,(may be incomplete),,"$957,763"
