Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2019-20,22,UTA,NBA,SF,2,0,14,7.7,15.4,0.5,2.6,10.3,0.25,5.1,5.1,1.0,0.583,0.0,0.0,5.1,5.1,10.3,0.0,2.6,2.6,2.6,5.1,18.0,
2020-21,23,UTA,NBA,SG,8,0,41,0.0,4.4,0.0,0.0,4.4,0.0,0.0,0.0,,0.0,0.0,0.0,2.6,0.0,2.6,0.0,0.9,0.0,0.0,7.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,10,0,55,2.0,7.2,0.273,0.7,5.9,0.111,1.3,1.3,1.0,0.318,0.0,0.0,3.3,1.3,4.6,0.0,1.3,0.7,0.7,6.5,4.6,
