Season,Team,Lg,Salary
2019-20,Utah Jazz,NBA,"$842,166"
2020-21,Utah Jazz,NBA,"$1,517,981"
2021-22,New Orleans Pelicans,NBA,"$95,930"
2021-22,Oklahoma City Thunder,NBA,"$51,225"
Career,(may be incomplete),,"$2,507,302"
