0
2007-08 NBA 391 (15th)
2008-09 NBA 452 (11th)
2009-10 NBA 756 (1st)
2010-11 NBA 594 (1st)
2011-12 NBA 431 (1st)
2012-13 NBA 679 (1st)
2013-14 NBA 703 (1st)
2015-16 NBA 447 (7th)
2017-18 NBA 359 (11th)
2018-19 NBA 448 (6th)
2021-22 NBA 372 (10th)
2023-24 NBA 362 (14th)
2024-25 NBA 303 (18th)
2025-26 NBA 86 (12th)
Active 7382 (3rd)
Career 7382 (7th)
Career NBA 7382 (7th)
Career Playoffs 1251 (5th)
Career NBA Playoffs 1251 (5th)
Career (Reg+Playoffs) 8633 (7th)
Career NBA (Reg+Playoffs) 8633 (7th)
