Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-23,OKC,,POR,"W, 122-95",,15,3,5,0.6,2,3,0.667,0,0,,0,2,2,1,0,0,0,2,8,6.2,-1
2025-11-21,OKC,@,UTA,"W, 144-112",,5,2,2,1.0,1,1,1.0,0,0,,0,1,1,2,0,0,0,0,5,6.1,7
2025-11-17,OKC,@,NOP,"W, 126-109",,4,0,1,0.0,0,1,0.0,0,0,,0,0,0,2,0,0,0,0,0,0.7,-1
2025-11-15,OKC,@,CHO,"W, 109-96",,14,1,3,0.333,0,1,0.0,0,0,,1,1,2,1,0,0,0,1,2,1.6,-1
2025-11-12,OKC,,LAL,"W, 121-92",,15,5,8,0.625,0,1,0.0,0,0,,0,2,2,1,0,0,2,0,10,5.7,-2
