Season,Team,Lg,Salary
2009-10,Chicago Bulls,NBA,"$1,594,080"
2010-11,Toronto Raptors,NBA,"$1,713,600"
2011-12,Toronto Raptors,NBA,"$1,833,120"
2012-13,Sacramento Kings,NBA,"$2,812,006"
2014-15,Toronto Raptors,NBA,"$2,500,000"
2015-16,Toronto Raptors,NBA,"$2,500,000"
2016-17,Miami Heat,NBA,"$4,000,000"
2017-18,Miami Heat,NBA,"$13,954,000"
2018-19,Miami Heat,NBA,"$14,651,700"
2019-20,Minnesota Timberwolves,NBA,"$15,349,400"
2020-21,New Orleans Pelicans,NBA,"$16,047,100"
2021-22,Brooklyn Nets,NBA,"$2,641,691"
2022-23,Indiana Pacers,NBA,"$1,836,090"
2022-23,Indiana Pacers,NBA,"$590,926"
2023-24,Indiana Pacers,NBA,"$2,241,188"
2023-24,Indiana Pacers,NBA,"$777,703"
2023-24,Indiana Pacers,NBA,"$183,704"
2023-24,Indiana Pacers,NBA,"$183,704"
2024-25,Indiana Pacers,NBA,"$2,087,519"
Career,(may be incomplete),,"$87,497,531"
