Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2005-06,22,SAC,NBA,SG,6.0,1.0,197.0,4.0,9.9,0.407,1.1,3.5,0.316,2.9,6.4,0.457,0.463,5.3,5.3,1.0,1.8,3.7,5.5,0.5,0.5,0.4,0.4,2.0,14.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,29,OKC,NBA,SG,11.0,0.0,323.0,5.5,14.4,0.38,1.9,5.1,0.37,3.6,9.3,0.386,0.446,4.3,4.8,0.907,0.2,3.6,3.8,1.6,0.8,0.3,1.2,2.0,17.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,32,SAS,NBA,SG,5.0,0.0,49.0,5.9,14.7,0.4,2.9,5.9,0.5,2.9,8.8,0.333,0.5,1.5,2.2,0.667,0.0,2.9,2.9,2.2,0.7,0.0,4.4,3.7,16.2,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,22.0,1.0,569.0,5.0,12.8,0.389,1.7,4.6,0.37,3.3,8.2,0.4,0.456,4.4,4.7,0.933,0.8,3.5,4.3,1.3,0.7,0.3,1.2,2.2,16.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,11.0,0.0,323.0,5.5,14.4,0.38,1.9,5.1,0.37,3.6,9.3,0.386,0.446,4.3,4.8,0.907,0.2,3.6,3.8,1.6,0.8,0.3,1.2,2.0,17.2,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,6.0,1.0,197.0,4.0,9.9,0.407,1.1,3.5,0.316,2.9,6.4,0.457,0.463,5.3,5.3,1.0,1.8,3.7,5.5,0.5,0.5,0.4,0.4,2.0,14.4,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,5.0,0.0,49.0,5.9,14.7,0.4,2.9,5.9,0.5,2.9,8.8,0.333,0.5,1.5,2.2,0.667,0.0,2.9,2.9,2.2,0.7,0.0,4.4,3.7,16.2,
