Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2008-09,24,DEN,NBA,PF,8,0,20,2,6,0.333,0,1,0.0,2,5,0.4,0.333,0,0,2,2,4,1,4,0,0,3,4,0,
1 Yr,1 Yr,1 Yr,1 Yr,,8,0,20,2,6,0.333,0,1,0.0,2,5,0.4,0.333,0,0,2,2,4,1,4,0,0,3,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,205,21,62,0.333,0,10,0.0,21,51,0.4,0.333,0,0,21,21,41,10,41,0,0,31,41,0,
