Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2011-12,22,PHI,NBA,PF,12.0,1.0,19.7,2.8,5.1,0.557,0.0,0.0,2.8,5.1,0.557,0.557,0.6,1.0,0.583,1.8,3.2,4.9,0.3,0.8,0.9,0.4,2.5,6.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,24,IND,NBA,PF,4.0,0.0,3.8,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,26,IND,NBA,PF,6.0,3.0,8.5,0.5,1.7,0.3,0.0,0.0,0.5,1.7,0.3,0.3,0.0,0.0,,0.7,1.7,2.3,0.3,0.2,0.2,0.2,0.3,1.0,
2016-17,27,IND,NBA,PF,3.0,0.0,3.7,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,25.0,4.0,12.5,1.6,3.0,0.52,0.0,0.0,1.6,3.0,0.52,0.52,0.3,0.5,0.583,1.0,2.2,3.2,0.2,0.4,0.5,0.3,1.3,3.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),,13.0,3.0,5.9,0.4,1.1,0.357,0.0,0.0,0.4,1.1,0.357,0.357,0.0,0.0,,0.4,1.2,1.6,0.2,0.1,0.1,0.2,0.2,0.8,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,12.0,1.0,19.7,2.8,5.1,0.557,0.0,0.0,2.8,5.1,0.557,0.557,0.6,1.0,0.583,1.8,3.2,4.9,0.3,0.8,0.9,0.4,2.5,6.3,
