"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2012-13,29,GSW,NBA,PF,6.0,1.0,65.0,0.394,8.2,1.0,0.364,0.303,0.061,0.273,0.0,0.394,0.5,0.3,0.5,0.333,,0.615,0.03,1.0,,0.0,0.0,
2013-14,30,GSW,NBA,PF,7.0,7.0,217.0,0.532,3.4,1.0,0.662,0.286,0.0,0.052,0.0,0.532,0.627,0.364,,0.25,,0.805,0.221,16.0,,0.0,0.0,
2014-15,31,GSW,NBA,PF,13.0,0.0,107.0,0.4,4.2,1.0,0.6,0.275,0.075,0.05,0.0,0.4,0.583,0.182,0.0,0.0,,0.75,0.125,5.0,,0.0,0.0,
2015-16,32,DAL,NBA,PF,2.0,0.0,33.0,0.75,2.6,1.0,0.625,0.375,0.0,0.0,0.0,0.75,0.8,0.667,,,,0.833,0.375,3.0,,0.0,0.0,
2016-17,33,SAS,NBA,PF,15.0,4.0,245.0,0.521,3.8,0.979,0.729,0.188,0.021,0.042,0.021,0.532,0.657,0.111,1.0,0.0,0.0,0.68,0.125,6.0,0.0,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,43.0,12.0,667.0,0.49,4.4,0.995,0.617,0.267,0.029,0.083,0.005,0.493,0.622,0.291,0.333,0.235,0.0,0.743,0.155,31.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,23.0,1272.0,0.49,4.4,0.995,0.617,0.267,0.029,0.083,0.005,0.493,0.622,0.291,0.333,0.235,0.0,0.743,0.155,59.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),,26.0,8.0,389.0,0.467,5.3,1.0,0.58,0.287,0.033,0.1,0.0,0.467,0.598,0.302,0.2,0.267,,0.757,0.153,22.0,,0.0,0.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,15.0,4.0,245.0,0.521,3.8,0.979,0.729,0.188,0.021,0.042,0.021,0.532,0.657,0.111,1.0,0.0,0.0,0.68,0.125,6.0,0.0,0.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,2.0,0.0,33.0,0.75,2.6,1.0,0.625,0.375,0.0,0.0,0.0,0.75,0.8,0.667,,,,0.833,0.375,3.0,,0.0,0.0,
