Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,26.0,NYK,NBA,C,1,0,12:26,2,3,0.667,0,0,,0,0,,0,2,1,0,0,3,1,4
2012-13,29.0,GSW,NBA,PF,1,0,13:25,3,4,0.75,0,0,,0,0,,0,2,0,2,0,1,1,6
Career,,,NBA,,2,0,26,5,7,0.714,0,0,,0,0,,0,4,1,2,0,4,2,10
