Season,Team,Lg,Salary
2017-18,Atlanta Hawks,NBA,"$815,615"
2018-19,Memphis Grizzlies,NBA,"$1,378,242"
2022-23,Dallas Mavericks,NBA,(TW)
Career,(may be incomplete),,"$2,193,857"
