Season,Team,Lg,Salary
2019-20,Detroit Pistons,NBA,"$3,285,120"
2020-21,Detroit Pistons,NBA,"$3,449,400"
2021-22,Houston Rockets,NBA,"$3,613,680"
2021-22,Los Angeles Lakers,NBA,< $Minimum
Career,(may be incomplete),,"$10,348,200"
