Season,Team,Lg,Salary
2020-21,Los Angeles Clippers,NBA,"$898,310"
2021-22,Memphis Grizzlies,NBA,"$1,517,981"
2021-22,Toronto Raptors,NBA,"$85,578"
Career,(may be incomplete),,"$2,501,869"
