Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,26.0,ORL,NBA,PG,,,,,,,,,,,,,,,,,,,,
Career,,,NBA,,0.0,,,,,,,,,,,,,,,,,,,
