Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2008-09,24,DAL,NBA,C,9.0,0.0,84.0,3.4,6.0,0.571,0.0,0.0,3.4,6.0,0.571,0.571,2.6,4.3,0.6,3.9,6.4,10.3,0.4,0.4,1.7,1.7,9.4,9.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,27,BOS,NBA,C,17.0,0.0,170.0,2.3,5.5,0.423,0.0,0.0,2.3,5.5,0.423,0.423,0.8,1.9,0.444,3.4,2.3,5.7,1.7,0.0,1.7,1.5,6.1,5.5,
2012-13,28,LAC,NBA,C,5.0,0.0,37.0,4.9,8.8,0.556,0.0,0.0,4.9,8.8,0.556,0.556,1.0,1.9,0.5,2.9,1.9,4.9,1.9,0.0,1.9,1.9,9.7,10.7,
2013-14,29,LAC,NBA,PF,5.0,0.0,9.0,4.0,16.0,0.25,0.0,0.0,4.0,16.0,0.25,0.25,4.0,4.0,1.0,4.0,8.0,12.0,0.0,0.0,0.0,4.0,12.0,12.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,36.0,0.0,300.0,3.0,6.4,0.472,0.0,0.0,3.0,6.4,0.472,0.472,1.4,2.6,0.545,3.5,3.6,7.1,1.3,0.1,1.7,1.7,7.7,7.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,10.0,0.0,46.0,4.7,10.2,0.462,0.0,0.0,4.7,10.2,0.462,0.462,1.6,2.3,0.667,3.1,3.1,6.3,1.6,0.0,1.6,2.3,10.2,11.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,17.0,0.0,170.0,2.3,5.5,0.423,0.0,0.0,2.3,5.5,0.423,0.423,0.8,1.9,0.444,3.4,2.3,5.7,1.7,0.0,1.7,1.5,6.1,5.5,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,9.0,0.0,84.0,3.4,6.0,0.571,0.0,0.0,3.4,6.0,0.571,0.571,2.6,4.3,0.6,3.9,6.4,10.3,0.4,0.4,1.7,1.7,9.4,9.4,
