Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2005-06,22,LAC,NBA,SG,6,0,5,7.2,7.2,1.0,0.0,0.0,7.2,7.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,
1 Yr,1 Yr,1 Yr,1 Yr,,6,0,5,7.2,7.2,1.0,0.0,0.0,7.2,7.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,
