Season,Team,Lg,Salary
2015-16,Los Angeles Lakers,NBA,"$5,103,120"
2016-17,Los Angeles Lakers,NBA,"$5,332,800"
2017-18,Brooklyn Nets,NBA,"$5,562,360"
2018-19,Brooklyn Nets,NBA,"$7,019,698"
2019-20,Minnesota Timberwolves,NBA,"$27,285,000"
2020-21,Minnesota Timberwolves,NBA,"$28,649,250"
2021-22,Minnesota Timberwolves,NBA,"$30,013,500"
2022-23,Los Angeles Lakers,NBA,"$31,377,750"
2023-24,Los Angeles Lakers,NBA,"$17,307,693"
2024-25,Brooklyn Nets,NBA,"$18,692,307"
Career,(may be incomplete),,"$176,343,478"
