"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2017-18,21,UTA,NBA,SG,11.0,11.0,411.0,0.42,0.472,0.313,0.471,0.907,0.512,0.177,0.329,91.0,93.0,86.0,90.0,118.0,92.0,70.0,98.0,
2018-19,22,UTA,NBA,SG,5.0,5.0,193.0,0.321,0.362,0.256,0.371,0.727,0.423,0.295,0.384,70.0,70.0,72.0,71.0,95.0,76.0,114.0,107.0,
2019-20,23,UTA,NBA,SG,7.0,7.0,264.0,0.529,0.538,0.516,0.634,0.948,0.696,0.369,0.408,115.0,103.0,144.0,120.0,123.0,123.0,142.0,106.0,
2020-21,24,UTA,NBA,PG,10.0,10.0,346.0,0.447,0.458,0.435,0.553,0.829,0.602,0.323,0.489,96.0,86.0,119.0,103.0,107.0,105.0,131.0,125.0,
2021-22,25,UTA,NBA,SG,6.0,6.0,229.0,0.398,0.506,0.208,0.436,0.881,0.505,0.316,0.361,86.0,95.0,59.0,82.0,114.0,89.0,127.0,90.0,
2022-23,26,CLE,NBA,SG,5.0,5.0,207.0,0.433,0.542,0.289,0.495,0.722,0.518,0.173,0.433,91.0,99.0,80.0,91.0,92.0,89.0,65.0,112.0,
2023-24,27,CLE,NBA,SG,10.0,10.0,382.0,0.476,0.545,0.354,0.54,0.815,0.584,0.289,0.364,100.0,100.0,97.0,99.0,104.0,101.0,118.0,92.0,
2024-25,28,CLE,NBA,SG,9.0,9.0,288.0,0.443,0.527,0.333,0.515,0.742,0.57,0.459,0.433,95.0,97.0,93.0,95.0,95.0,99.0,189.0,103.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,63.0,63.0,2320.0,0.44,0.496,0.355,0.511,0.825,0.561,0.302,0.4,94.0,93.0,98.0,95.0,106.0,98.0,121.0,104.0,
,,,,,,,,,,,,,,,,,,,,,,,,
UTA (5 Yrs),UTA (5 Yrs),UTA (5 Yrs),UTA (5 Yrs),,39.0,39.0,1443.0,0.431,0.472,0.369,0.504,0.865,0.558,0.286,0.398,93.0,90.0,102.0,95.0,112.0,99.0,113.0,107.0,
CLE (3 Yrs),CLE (3 Yrs),CLE (3 Yrs),CLE (3 Yrs),,24.0,24.0,877.0,0.455,0.538,0.332,0.522,0.767,0.566,0.329,0.403,96.0,99.0,92.0,96.0,98.0,98.0,134.0,100.0,
