"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2012-13,25,MIL,NBA,C,4.0,0.0,54.0,0.444,7.9,1.0,0.222,0.444,0.222,0.111,0.0,0.444,0.5,0.5,0.5,0.0,0.5,0.111,1.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,27,LAC,NBA,PF,4.0,0.0,12.0,0.333,10.0,1.0,0.333,0.0,0.667,0.0,0.0,0.333,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,30,UTA,NBA,C,6.0,0.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,
2018-19,31,UTA,NBA,C,2.0,0.0,6.0,0.0,11.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,16.0,0.0,93.0,0.429,7.3,1.0,0.286,0.286,0.357,0.071,0.0,0.429,0.75,0.5,0.2,0.0,0.5,0.071,1.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,477.0,0.429,7.3,1.0,0.286,0.286,0.357,0.071,0.0,0.429,0.75,0.5,0.2,0.0,0.5,0.071,5.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,8.0,0.0,27.0,0.5,5.6,1.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,4.0,0.0,12.0,0.333,10.0,1.0,0.333,0.0,0.667,0.0,0.0,0.333,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,4.0,0.0,54.0,0.444,7.9,1.0,0.222,0.444,0.222,0.111,0.0,0.444,0.5,0.5,0.5,0.0,0.5,0.111,1.0,0.0,0.0,
