Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2012-13,25,MIL,NBA,C,4.0,0.0,54.0,3.9,8.8,0.444,0.0,0.0,3.9,8.8,0.444,0.444,0.0,0.0,,2.9,2.9,5.9,1.0,2.0,2.0,0.0,3.9,7.8,107.0,111.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,27,LAC,NBA,PF,4.0,0.0,12.0,4.1,12.2,0.333,0.0,0.0,4.1,12.2,0.333,0.333,0.0,0.0,,0.0,12.2,12.2,0.0,0.0,0.0,0.0,12.2,8.1,70.0,108.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,30,UTA,NBA,C,6.0,0.0,21.0,2.3,2.3,1.0,0.0,0.0,2.3,2.3,1.0,1.0,0.0,9.4,0.0,2.3,4.7,7.0,0.0,0.0,4.7,2.3,4.7,4.7,57.0,107.0,
2018-19,31,UTA,NBA,C,2.0,0.0,6.0,0.0,8.2,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,16.0,0.0,93.0,3.3,7.7,0.429,0.0,0.0,3.3,7.7,0.429,0.429,0.0,2.2,0.0,2.2,4.4,6.6,0.6,1.1,2.2,0.6,5.0,6.6,84.0,110.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,8.0,0.0,27.0,1.8,3.6,0.5,0.0,0.0,1.8,3.6,0.5,0.5,0.0,7.3,0.0,1.8,3.6,5.5,0.0,0.0,3.6,1.8,3.6,3.6,47.0,110.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,4.0,0.0,12.0,4.1,12.2,0.333,0.0,0.0,4.1,12.2,0.333,0.333,0.0,0.0,,0.0,12.2,12.2,0.0,0.0,0.0,0.0,12.2,8.1,70.0,108.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,4.0,0.0,54.0,3.9,8.8,0.444,0.0,0.0,3.9,8.8,0.444,0.444,0.0,0.0,,2.9,2.9,5.9,1.0,2.0,2.0,0.0,3.9,7.8,107.0,111.0,
