"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2009-10,24,PHO,NBA,SF,16.0,0.0,377.0,0.465,0.556,0.424,0.61,0.607,0.62,0.326,0.686,101.0,113.0,120.0,122.0,80.0,114.0,108.0,309.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,28,LAC,NBA,SF,7.0,0.0,45.0,0.273,0.0,0.5,0.409,,0.409,0.0,0.545,60.0,0.0,139.0,82.0,,76.0,0.0,210.0,
2014-15,29,MIL,NBA,SG,6.0,0.0,110.0,0.467,0.375,0.571,0.6,0.571,0.605,0.233,0.467,104.0,77.0,163.0,121.0,76.0,113.0,85.0,174.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,33,BRK,NBA,PF,4.0,2.0,82.0,0.273,0.5,0.222,0.364,1.0,0.47,0.364,0.818,59.0,96.0,63.0,69.0,130.0,84.0,141.0,228.0,
2019-20,34,LAL,NBA,PF,9.0,0.0,31.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.75,0.0,0.0,0.0,0.0,,0.0,0.0,195.0,
2020-21,35,LAL,NBA,PF,2.0,0.0,5.0,,,,,,,,,,,,,,,,,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,44.0,2.0,650.0,0.423,0.431,0.418,0.556,0.641,0.575,0.275,0.641,92.0,88.0,118.0,111.0,84.0,106.0,95.0,263.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,11.0,0.0,36.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.75,0.0,0.0,0.0,0.0,,0.0,0.0,195.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,16.0,0.0,377.0,0.465,0.556,0.424,0.61,0.607,0.62,0.326,0.686,101.0,113.0,120.0,122.0,80.0,114.0,108.0,309.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,7.0,0.0,45.0,0.273,0.0,0.5,0.409,,0.409,0.0,0.545,60.0,0.0,139.0,82.0,,76.0,0.0,210.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,6.0,0.0,110.0,0.467,0.375,0.571,0.6,0.571,0.605,0.233,0.467,104.0,77.0,163.0,121.0,76.0,113.0,85.0,174.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,4.0,2.0,82.0,0.273,0.5,0.222,0.364,1.0,0.47,0.364,0.818,59.0,96.0,63.0,69.0,130.0,84.0,141.0,228.0,
