Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2005-06,19,CLE,NBA,C,6,0,9,0,1,0.0,0,0,0,1,0.0,0.0,0,0,1,3,4,0,2,0,0,1,0,0,
1 Yr,1 Yr,1 Yr,1 Yr,,6,0,9,0,1,0.0,0,0,0,1,0.0,0.0,0,0,1,3,4,0,2,0,0,1,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,123,0,14,0.0,0,0,0,14,0.0,0.0,0,0,14,41,55,0,27,0,0,14,0,0,
