Season,Team,Lg,Salary
2002-03,Utah Jazz,NBA,"$578,160"
2003-04,Utah Jazz,NBA,"$621,520"
2004-05,Utah Jazz,NBA,"$997,320"
2005-06,Memphis Grizzlies,NBA,"$1,744,313"
Career,(may be incomplete),,"$3,941,313"
