"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2007-08,18.0,HOFSTRA,29,1004,160,340,20,61,96,123,46,133,60,49,15,97,78,436,0.471,0.328,0.78,34.6,15.0,4.6,2.1
2008-09,19.0,HOFSTRA,32,1122,203,503,31,99,192,234,28,153,137,46,15,107,84,629,0.404,0.313,0.821,35.1,19.7,4.8,4.3
2009-10,20.0,HOFSTRA,34,1234,235,531,63,154,169,210,38,154,134,61,19,108,89,702,0.443,0.409,0.805,36.3,20.6,4.5,3.9
2010-11,21.0,HOFSTRA,33,1232,249,482,66,157,182,221,18,111,158,57,22,73,66,746,0.517,0.42,0.824,37.3,22.6,3.4,4.8
Career,,,128,4592,847,1856,180,471,639,788,130,551,489,213,71,385,317,2513,0.456,0.382,0.811,35.9,19.6,4.3,3.8
