"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2020-21,19.0,WEBERST,23,472,60,107,4,16,64,81,26,133,47,37,1,41,40,188,0.561,0.25,0.79,20.5,8.2,5.8,2.0
2021-22,20.0,WEBERST,33,1120,146,270,29,82,96,120,51,350,83,59,2,75,59,417,0.541,0.354,0.8,33.9,12.6,10.6,2.5
2022-23,21.0,WEBERST,32,1162,170,368,36,119,157,193,26,350,120,51,2,109,65,533,0.462,0.303,0.813,36.3,16.7,10.9,3.8
2023-24,22.0,WEBERST,31,1146,215,440,34,105,180,210,25,305,162,61,3,94,70,644,0.489,0.324,0.857,37.0,20.8,9.8,5.2
Career,,,119,3900,591,1185,103,322,497,604,128,1138,412,208,8,319,234,1782,0.499,0.32,0.823,32.8,15.0,9.6,3.5
