Season,Team,Lg,Salary
2006-07,New Orleans/Oklahoma City Hornets,NBA,"$1,767,600"
2007-08,New Orleans Hornets,NBA,"$1,900,200"
2008-09,New Orleans Hornets,NBA,"$2,032,800"
2009-10,Houston Rockets,NBA,"$2,801,198"
2010-11,Atlanta Hawks,NBA,"$992,680"
Career,(may be incomplete),,"$9,494,478"
