Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2010-11,24,MIN,NBA,SF,42.0,0.0,419.0,6.5,18.3,0.357,2.0,7.1,0.283,4.5,11.2,0.404,0.412,3.9,5.0,0.786,2.7,5.6,8.3,3.3,1.4,0.8,2.3,5.2,19.0,101.0,112.0,
2011-12,25,OKC,NBA,SF,26.0,0.0,141.0,4.8,13.9,0.342,1.5,5.1,0.286,3.3,8.8,0.375,0.395,2.6,4.4,0.583,0.7,5.1,5.9,1.5,1.1,0.4,3.3,6.6,13.5,80.0,107.0,
2012-13,26,MIN,NBA,SF,4.0,0.0,31.0,3.3,16.7,0.2,0.0,6.7,0.0,3.3,10.0,0.333,0.2,10.0,10.0,1.0,0.0,6.7,6.7,5.0,3.3,0.0,0.0,5.0,16.7,102.0,103.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,72.0,0.0,591.0,6.0,17.2,0.347,1.8,6.6,0.269,4.2,10.6,0.395,0.399,3.9,5.1,0.767,2.1,5.5,7.7,3.0,1.4,0.7,2.4,5.5,17.6,97.0,111.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,46.0,0.0,450.0,6.3,18.2,0.348,1.9,7.1,0.266,4.4,11.1,0.4,0.399,4.3,5.3,0.813,2.5,5.7,8.2,3.4,1.6,0.8,2.1,5.2,18.8,101.0,112.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,26.0,0.0,141.0,4.8,13.9,0.342,1.5,5.1,0.286,3.3,8.8,0.375,0.395,2.6,4.4,0.583,0.7,5.1,5.9,1.5,1.1,0.4,3.3,6.6,13.5,80.0,107.0,
