"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2003-04,23,LAL,NBA,C,13.0,0.0,46.0,0.333,0.333,,0.333,1.0,0.378,0.133,0.0,76.0,73.0,,71.0,133.0,73.0,44.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,25,LAL,NBA,PF,7.0,0.0,78.0,0.391,0.4,0.364,0.435,1.0,0.461,0.087,0.239,86.0,84.0,101.0,89.0,134.0,86.0,26.0,118.0,
2006-07,26,LAL,NBA,PF,5.0,0.0,51.0,0.333,0.273,0.429,0.417,1.0,0.466,0.167,0.389,73.0,56.0,120.0,84.0,133.0,86.0,51.0,183.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,28,HOU,NBA,PF,6.0,0.0,32.0,0.267,0.333,0.222,0.333,,0.333,0.0,0.6,58.0,69.0,61.0,67.0,,61.0,0.0,268.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,31.0,0.0,207.0,0.351,0.358,0.333,0.399,1.0,0.429,0.096,0.287,78.0,75.0,93.0,81.0,134.0,80.0,30.0,136.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),,25.0,0.0,175.0,0.367,0.361,0.389,0.411,1.0,0.446,0.114,0.228,82.0,76.0,109.0,84.0,134.0,84.0,35.0,111.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,6.0,0.0,32.0,0.267,0.333,0.222,0.333,,0.333,0.0,0.6,58.0,69.0,61.0,67.0,,61.0,0.0,268.0,
